gen_n100_d2.in,scikit_z2,,10,16.8798,1.2497148513793945
gen_n100_d2.in,clustering_z2,grid_hashing 60042651f648e052,8,37.9575,0.6178359985351562
gen_n100_d2.in,clustering_z2,face_hashing 60042651f648e052,8,30.8368,0.4791276454925537
gen_n100_d5.in,scikit_z2,,10,218.5678,1.2789990901947021
gen_n100_d5.in,clustering_z2,grid_hashing 60042651f648e052,7,634.2634,0.7131118774414062
gen_n100_d5.in,clustering_z2,face_hashing 60042651f648e052,10,248.3153,0.46633195877075195
gen_n100_d10.in,scikit_z2,,10,592.6354,1.3065659999847412
gen_n100_d10.in,clustering_z2,grid_hashing 60042651f648e052,10,860.3183,1.3452250957489014
gen_n100_d10.in,clustering_z2,face_hashing 60042651f648e052,10,776.5093,0.47538065910339355
gen_n500_d2.in,scikit_z2,,50,7.0250,1.3204727172851562
gen_n500_d2.in,clustering_z2,grid_hashing 60042651f648e052,54,8.1259,1.4598112106323242
gen_n500_d2.in,clustering_z2,face_hashing 60042651f648e052,42,11.1436,1.222050428390503
gen_n500_d5.in,scikit_z2,,50,20.6014,1.3433516025543213
gen_n500_d5.in,clustering_z2,grid_hashing 60042651f648e052,53,26.9043,2.536848306655884
gen_n500_d5.in,clustering_z2,face_hashing 60042651f648e052,55,25.8764,1.4393384456634521
gen_n500_d10.in,scikit_z2,,50,42.2354,1.1230733394622803
gen_n500_d10.in,clustering_z2,grid_hashing 60042651f648e052,50,55.3925,4.836140394210815
gen_n500_d10.in,clustering_z2,face_hashing 60042651f648e052,46,63.0265,1.5647802352905273
gen_n1000_d2.in,scikit_z2,,100,9.0424,1.1281442642211914
gen_n1000_d2.in,clustering_z2,grid_hashing 60042651f648e052,99,11.9327,2.726917028427124
gen_n1000_d2.in,clustering_z2,face_hashing 60042651f648e052,93,12.8320,2.208176612854004
gen_n1000_d5.in,scikit_z2,,100,35.6609,2.027916193008423
gen_n1000_d5.in,clustering_z2,grid_hashing 60042651f648e052,76,54.7377,4.485922574996948
gen_n1000_d5.in,clustering_z2,face_hashing 60042651f648e052,84,50.1264,2.4282240867614746
gen_n1000_d10.in,scikit_z2,,100,78.4144,1.9943609237670898
gen_n1000_d10.in,clustering_z2,grid_hashing 60042651f648e052,95,104.7229,9.682732582092285
gen_n1000_d10.in,clustering_z2,face_hashing 60042651f648e052,71,124.8804,3.17779803276062
gen_n5000_d2.in,scikit_z2,,500,16.7082,1.4624660015106201
gen_n5000_d2.in,clustering_z2,grid_hashing 60042651f648e052,529,20.3808,13.835294485092163
gen_n5000_d2.in,clustering_z2,face_hashing 60042651f648e052,531,19.9919,11.087433815002441
gen_n5000_d5.in,scikit_z2,,500,119.8818,1.9400544166564941
