gen_n100_d10.in,scikit_z1,alternate,10,272.0177,2.263326644897461
gen_n100_d10.in,scikit_z1,pam,10,85.0719,0.9522998332977295
gen_n100_d10.in,clustering_z1,grid_hashing 60042651f648e052,10,85.7388,0.5773231983184814
gen_n100_d10.in,clustering_z1,face_hashing 60042651f648e052,10,85.8367,0.19445371627807617
gen_n500_d10.in,scikit_z1,alternate,50,2009.8829,0.9830224514007568
gen_n500_d10.in,scikit_z1,pam,50,367.4083,5.827237129211426
gen_n500_d10.in,clustering_z1,grid_hashing 60042651f648e052,49,384.3920,2.127908706665039
gen_n500_d10.in,clustering_z1,face_hashing 60042651f648e052,48,410.4915,0.679053544998169
gen_n1000_d10.in,scikit_z1,alternate,100,3049.6714,1.000784158706665
gen_n1000_d10.in,scikit_z1,pam,100,681.1953,67.94136786460876
gen_n1000_d10.in,clustering_z1,grid_hashing 60042651f648e052,96,774.6228,4.136079549789429
gen_n1000_d10.in,clustering_z1,face_hashing 60042651f648e052,99,700.8896,1.3150050640106201
gen_n5000_d10.in,scikit_z1,alternate,500,11611.7582,1.8768689632415771
gen_n5000_d10.in,scikit_z1,pam,500,7590.5598,13213.079570531845
gen_n5000_d10.in,clustering_z1,grid_hashing 60042651f648e052,519,2733.6818,19.313502550125122
gen_n5000_d10.in,clustering_z1,face_hashing 60042651f648e052,519,2736.8226,6.347119092941284
gen_n10000_d10.in,scikit_z1,alternate,1000,20422.3739,3.53202223777771
gen_n10000_d10.in,clustering_z1,grid_hashing 60042651f648e052,988,5542.8718,40.6599178314209
gen_n10000_d10.in,clustering_z1,face_hashing 60042651f648e052,992,5444.4824,14.737390518188477
gen_n50000_d10.in,scikit_z1,alternate,5000,93763.6329,31.923694849014282
gen_n50000_d10.in,clustering_z1,grid_hashing 60042651f648e052,4967,22822.0935,266.70746183395386
gen_n50000_d10.in,clustering_z1,face_hashing 60042651f648e052,4984,22569.8234,115.14194297790527
gen_n100000_d10.in,scikit_z1,alternate,10000,181364.1670,165.2726652622223
gen_n100000_d10.in,clustering_z1,grid_hashing 60042651f648e052,9893,43193.8096,642.7532474994659
gen_n100000_d10.in,clustering_z1,face_hashing 60042651f648e052,9936,42447.8919,330.14787125587463
